,vendor_id,vendor_rating2,favorite_by,rated_by,favorite_percentage,rated_percentage,average_price,average_item_sold,latitude,longitude,vendor_category_id,delivery_charge,prepration_time,discount_percentage,status,verified,rank,vendor_rating,one_click_vendor,city_id,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52,tag_53,tag_54,tag_55,tag_56,tag_57,tag_58,tag_59,tag_60,tag_61,tag_62,tag_63,tag_64,tag_65,tag_66,tag_67,tag_68,tag_69,tag_70,tag_71,tag_72,tag_73,tag_74,tag_75,tag_76,tag_77,tag_78,tag_79,tag_80,tag_81,tag_82,tag_83,tag_84,tag_85,tag_86,tag_87,tag_88,tag_89,tag_90,tag_91
44,193,3.8976377952755907,8.878740157480316,1,0.3228346456692913,0.007874015748031496,3.8976377952755907,2.545243130685038,-0.8259038461538837,-0.06642727272728073,2.0,0.7,18,0.0,0.0,0,11,4.3,Y,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,195,4.368794326241135,9.709219858156029,10,0.35714285714285715,0.07092198581560284,4.368794326241135,2.8229661796512993,-0.7044673076923292,0.05695477272726729,2.0,0.7,15,0.0,1.0,1,11,4.2,Y,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,196,3.4,7.824,1,0.4,0.04,3.4,2.352458775969997,-1.7874134615384565,0.006934090908847007,3.0,0.7,17,0.0,0.0,1,11,4.4,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,197,4.351351351351352,21.14864864864865,3,0.35135135135135137,0.08108108108108109,4.351351351351352,2.8975039531396383,-0.6313000000000233,0.18056749999999605,2.0,0.0,17,0.0,1.0,1,1,4.4,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,199,4.518518518518518,11.255555555555555,9,0.2692307692307692,0.16666666666666666,4.518518518518518,2.0297004283904316,2.3377538461538085,0.6995749999999297,3.0,0.0,15,0.0,1.0,1,11,4.5,Y,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,201,3.95,17.904999999999998,7,0.3625,0.0875,3.95,2.1804301024718726,0.015623076923026696,0.5316281818181806,2.0,0.7,12,0.0,1.0,1,11,4.0,Y,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,203,3.769230769230769,11.840384615384615,3,0.46153846153846156,0.057692307692307696,3.769230769230769,1.8349094717756391,0.02620576923072769,0.5525875000000042,2.0,0.7,16,0.0,0.0,0,11,4.0,Y,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,207,3.816666666666667,13.028333333333334,8,0.25,0.13333333333333333,3.816666666666667,1.8267303855513886,-0.9369615384615744,0.08082590909107308,2.0,0.7,15,0.0,1.0,1,11,4.1,Y,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,216,3.7875,13.144999999999996,25,0.0125,0.3125,3.7875,1.6125,-0.5875980769230975,0.7541936363633901,2.0,0.7,15,0.0,1.0,1,11,4.7,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,221,3.8068181818181817,14.748863636363636,1,0.3068181818181818,0.011363636363636364,3.8068181818181817,2.111711193916665,0.025821153848108187,0.5515938636361248,3.0,0.7,10,0.0,0.0,0,11,4.2,Y,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,225,3.990740740740741,10.77037037037037,21,0.09345794392523364,0.19444444444444445,3.990740740740741,2.566737465427469,-0.815323318553912,0.09149129087248023,2.0,0.0,10,0.0,1.0,1,11,4.2,Y,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
55,231,3.7761194029850746,10.179104477611942,1,0.31343283582089554,0.014925373134328358,3.7761194029850746,2.7586654487263655,205.24232692307845,44.210806818182036,3.0,0.7,15,0.0,1.0,1,11,4.3,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,237,3.3,17.278571428571436,12,0.014285714285714285,0.17142857142857143,3.3,2.608626044758333,-0.9434192307692368,0.08170227272703598,2.0,0.7,15,0.0,0.0,0,11,4.6,Y,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,243,3.6885245901639343,18.67377049180328,4,0.3114754098360656,0.06557377049180328,3.6885245901639343,3.0822805846789607,2.2156923076923287,0.7140181818181905,2.0,0.7,11,0.0,0.0,1,11,4.4,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,250,3.6486486486486487,10.294594594594594,3,0.3611111111111111,0.08108108108108109,3.6486486486486487,1.7679808792522498,-0.5115842210827595,0.7583079432920903,2.0,0.7,15,0.0,1.0,1,11,4.5,Y,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,259,3.971014492753623,23.147826086956528,10,0.43478260869565216,0.14492753623188406,3.971014492753623,2.5654944299335734,0.025821153848108187,0.5515938636360602,2.0,0.0,15,0.0,1.0,1,11,4.3,Y,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,265,4.680851063829787,26.993617021276606,0,0.15217391304347827,0.0,4.680851063829787,2.1405068751719853,-0.8610730769230842,-0.06514659090932864,3.0,0.0,15,0.0,1.0,1,11,4.3,Y,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,271,3.6578947368421053,27.105263157894736,7,0.07894736842105263,0.18421052631578946,3.6578947368421053,1.9895742929758766,-0.3343403846134433,0.7263329545451348,2.0,0.7,11,0.0,1.0,1,11,4.5,Y,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,274,4.543478260869565,28.606521739130432,3,0.21739130434782608,0.06521739130434782,4.543478260869565,3.0090280985289835,0.3053212199224581,0.559974383845152,3.0,0.7,45,0.0,0.0,0,11,3.7,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,288,4.283018867924528,29.386792452830193,11,0.3018867924528302,0.20754716981132076,4.283018867924528,2.8604494930770437,-0.5583846153845782,0.7407568181818039,2.0,0.0,15,0.0,1.0,1,11,4.6,Y,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,289,3.450980392156863,14.937254901960786,8,0.2653061224489796,0.1568627450980392,3.450980392156863,2.1805420836503258,-1.0073846153846229,0.07922045454534728,2.0,0.7,15,0.0,1.0,1,11,4.5,Y,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,294,4.838709677419355,16.467741935483872,1,0.16129032258064516,0.03225806451612903,4.838709677419355,2.348757077395159,-1.271978846153839,0.02883181818158109,2.0,0.0,15,0.0,0.0,0,11,4.4,Y,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,295,4.0625,12.040624999999999,8,0.0,0.25,4.0625,1.78125,-0.491307692307707,0.7447204545456068,2.0,0.7,15,0.0,1.0,1,11,4.7,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,298,4.163636363636364,17.55454545454545,11,0.01818181818181818,0.2,4.163636363636364,1.865524056965151,-0.4151923076923066,0.6435499999999971,2.0,0.0,17,0.0,1.0,1,11,4.7,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
68,299,2.9864864864864864,11.343243243243245,19,0.0410958904109589,0.25675675675675674,2.9864864864864864,1.9217249495427922,-0.8188096153846912,0.1351238636363022,2.0,0.7,15,0.0,1.0,1,11,4.2,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,300,4.354166666666667,15.158333333333331,2,0.44680851063829785,0.041666666666666664,4.354166666666667,2.3333333333333335,-0.8070576923077599,0.09136818181787712,2.0,0.7,15,0.0,1.0,1,11,4.4,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,303,4.083333333333333,17.686666666666664,7,0.43333333333333335,0.11666666666666667,4.083333333333333,2.0940342410652737,0.005748076923021281,0.482280909090949,2.0,0.7,15,0.0,1.0,1,11,4.7,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,304,1.6521739130434783,15.645652173913039,7,0.15555555555555556,0.15217391304347827,1.6521739130434783,2.496317066623184,-1.2674634615365183,0.028361363636361558,2.0,0.7,15,0.0,1.0,1,11,4.0,Y,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,310,3.5294117647058822,16.900000000000002,15,0.04411764705882353,0.22058823529411764,3.5294117647058822,2.085462785283087,-0.01682884615388078,0.5145802272725669,2.0,0.7,13,0.0,1.0,1,11,4.8,Y,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,356,4.578125,16.578906249999992,29,0.03968253968253968,0.2265625,4.578125,1.5719347364544267,-0.8450961538461755,0.06701318181828664,2.0,0.0,15,0.0,1.0,1,11,4.2,Y,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,386,3.856115107913669,12.282374100719414,65,0.017985611510791366,0.23381294964028776,3.856115107913669,1.8187187882485012,-1.002136538459656,0.07860931818185217,3.0,0.0,15,0.0,1.0,1,1,4.5,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,391,2.782051282051282,13.902564102564106,11,0.15584415584415584,0.14102564102564102,2.782051282051282,1.8297245785331115,-0.6247019230769071,0.7251199999997648,2.0,0.7,10,0.0,1.0,1,11,4.2,Y,1.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,398,3.744186046511628,15.958139534883717,11,0.11627906976744186,0.2558139534883721,3.744186046511628,1.930232558139535,-0.6251269230769545,0.09943909090908598,2.0,0.7,15,0.0,1.0,1,11,4.2,Y,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,401,4.101694915254237,12.103389830508476,17,0.01694915254237288,0.288135593220339,4.101694915254237,1.7796610169491525,0.0019038461538219184,0.5471545454545724,3.0,0.7,13,0.0,1.0,1,11,4.5,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,419,3.4923076923076923,8.701538461538455,6,0.0,0.09230769230769231,3.4923076923076923,1.766330298449999,-0.4764000000000215,0.03973999999975921,2.0,0.7,15,0.0,1.0,1,11,4.2,Y,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,459,3.058139534883721,10.924418604651162,12,0.03488372093023256,0.13953488372093023,3.058139534883721,2.558139534883721,-0.9960634615385074,-0.06228295454552615,2.0,0.0,15,0.0,1.0,1,11,4.2,Y,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,537,4.865168539325842,13.060674157303374,27,0.033707865168539325,0.30337078651685395,4.865168539325842,2.4269662921348316,-0.5237192307691679,0.05265454545459032,2.0,0.0,20,0.0,1.0,1,11,4.4,Y,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,547,4.78,14.582999999999997,30,0.02,0.3,4.78,2.66,0.049019230769199576,0.6053684090909168,2.0,0.7,10,0.0,1.0,1,11,4.4,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,573,4.269230769230769,12.760576923076918,31,0.0673076923076923,0.2980769230769231,4.269230769230769,2.5288461538461537,2.0156153846153813,0.7492204545456139,2.0,0.0,10,0.0,1.0,1,11,4.6,Y,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,575,2.425,7.800000000000006,11,0.0,0.275,2.425,1.625,-0.6106923076923403,0.0720909090909417,3.0,0.0,15,0.0,1.0,1,11,4.1,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,577,3.5,26.76041666666667,8,0.0,0.16666666666666666,3.5,2.375,-0.7549000000000428,0.2197102272727858,2.0,0.7,5,0.0,1.0,1,11,4.5,Y,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,578,4.42,16.250000000000004,25,0.01,0.25,4.42,2.71,0.5535730769231084,0.5313611363638088,2.0,0.7,10,0.0,0.0,0,11,4.3,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,582,4.410256410256411,15.92564102564103,9,0.02564102564102564,0.23076923076923078,4.410256410256411,2.769230769230769,-0.18582499999997426,0.4824509090909494,2.0,0.7,10,0.0,1.0,1,11,4.2,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,583,4.660377358490566,13.786792452830188,26,0.018867924528301886,0.24528301886792453,4.660377358490566,2.6037735849056602,-0.5912730769230697,0.09559863636369333,2.0,0.7,10,0.0,1.0,1,11,4.3,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,676,4.673076923076923,18.31153846153846,14,0.019230769230769232,0.2692307692307692,4.673076923076923,2.9615384615384617,-0.11617307692307285,0.5707072727273654,2.0,0.7,10,0.0,1.0,1,11,4.4,Y,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,679,4.9,17.76363636363637,32,0.03636363636363636,0.2909090909090909,4.9,2.8727272727272726,0.6140942307692555,0.5274327272726442,2.0,0.7,10,0.0,1.0,1,1,4.5,Y,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
